codigo,precio,direccion,latitud,longitud,razon_social,distribuidor,nom_comuna,nom_region
co560105,1361,Av. Barros Luco 950,-33.58739525,-71.61256135,Quineo Estaciones de Servicio Ltda,COPEC,San Antonio,Valparaíso
co560106,1388.6316,Avda. El Parque Acera Sur 2545,-33.5922807,-71.6055123,COMERCIAL SRK Y COMPAÑIA LTDA,COPEC,San Antonio,Valparaíso
co560201,1387.6316,"STA. TERESITA, PEÑBLANCA S/N 00",-33.3670542,-71.673851,COMERCIAL RODEO LTDA,COPEC,Algarrobo,Valparaíso
co560301,1388.6316,"AV. EL PERAL S/N, SAN SEBASTIAN 00",-33.5325048,-71.5947613,COMERCIALIZADORA Y DISTRIBUIDORA BASAURE Y CHANG LTDA,COPEC,Cartagena,Valparaíso
co560402,1381.762,Avda. Isidoro Dubournais 1459,-33.410936,-71.695223,Soc. Com. Mayne y Bravo Ltda.,COPEC,El Quisco,Valparaíso
co560601,1390.65,"AV.TTE CRUZ MARTINEZ, ROCAS STO. DOMINGO 70",-33.646153,-71.624621,ESTACION DE SERVICIOS MASCO LIMITADA.,COPEC,Santo Domingo,Valparaíso
co570101,1388.2273,"RUTA 60-C H, SECTOR 3 ESQUINAS 0",-32.773316,-70.711137,COMERCIAL Y SERVICIOS G&F LTDA // 76.356.137-2,COPEC,San Felipe,Valparaíso
co570102,1393.0476,Avenida libertador Bernardo Ohiggins S/N 0,-32.7540424,-70.72821289,Comercializadora de Combustible Pinto Leiva Limitada,COPEC,San Felipe,Valparaíso
co570103,1391.1,COMBATE LAS COIMAS 1412,-32.75321003,-70.72573185,UROT LTDA,COPEC,San Felipe,Valparaíso
co570105,1399.5454,CIrcunvalaciÓn oriente 1400,-32.756251,-70.702558,EstaciÃ³n de servicio Alameda Bdo Oâ€™Higgins ltda,COPEC,San Felipe,Valparaíso
co570201,1390.5652,EL ARRAYAN 00,-32.78887137,-70.95871459,Comercial y Servicios Valhalla Limitada,COPEC,Catemu,Valparaíso
co570301,1394.85,RUTA 5 NORTE KM 90,-32.84189392,-71.00297034,Administradora de ventas al detalle ltda.,COPEC,Llaillay,Valparaíso
co570302,1365.5116,Av. Jose Manuel Balmaceda 1490,-32.837442,-70.966998,"Estacion de Servicio, Comercializadora y Distribuidora Nanjari ZuÃ±iga Ltda.",COPEC,Llaillay,Valparaíso
co570601,1393.7391,"irarrazabal, esquina o´higgins, s/n, 0",-32.74778927,-70.65755814,SOCIEDAD COMERCIAL R Y G LTDA. // 76.252.178-4,COPEC,Santa María,Valparaíso
co610102,1399.45,MILLï¿½N 1023,-34.1733938,-70.75066566,Monopa Invesiones Limitada,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610104,1399.1428,CARRETERA EL COBRE 512,-34.18271351,-70.72727412,ALEJANDRO MADARIAGA Y CIA. 79.789.740-K,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610106,1399.45,ALAMEDA 790,-34.16520047,-70.74508131,SOCIEDAD COMERCIAL SAN BENJAMIN LTDA.,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610107,1359,O'CARROL 1109,-34.17030253,-70.75045377,DISTRIBUIDORA Y COMERCIALIZADORA ASER LIMITADA,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610108,1369,LONGITUDINAL SUR KM. 90 0,-34.206994,-70.765015,SOCIEDAD COMERCIAL RODRIGUEZ Y LEIVA LTDA.,COPEC,Olivar,Del Libertador Gral. Bernardo O’Higgins
co610109,1399.45,Avda. Miguel Ramirez 199,-34.17331835,-70.71614027,Comercial NGHO Limitada,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610110,1394.4783,CACHAPOAL 1420,-34.1889749,-70.75132549,BOFESSA LIMITADA,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610111,1399.45,camino a Doñihue     Km. 2,-34.16832521,-70.77459633,distribuidora de combustible  los castaños ltda,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610112,1397.8636,RECREO 238,-34.16327408,-70.73925018,Distribuidora Valenzuela y Cia Limitada /RUT: 76.379.530-6,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610115,1399.45,Alameda Bernardo O'Higgins 1915,-34.159876,-70.760273,Comercial y Servicios ARBA Limitada ,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
co610401,1395,"CAMINO PEUMO S/N, MONS. LECAROS 0",-34.28707717,-71.08430028,SOCIEDAD COMERCIAL LOS CIPRESES LTDA.,PETROBRAS,Coltauco,Del Libertador Gral. Bernardo O’Higgins
co610501,1395.25,Carretera H-30 KM. 25 4181,-34.23154974,-70.96545696,Comercial e inversiones Santa Catalina Ltd,COPEC,Doñihue,Del Libertador Gral. Bernardo O’Higgins
co610601,1392.625,CARRETERA PANAMERICANA SUR 75,-34.01630414,-70.70300817,SOCIEDAD COMERCIAL EL MAYORAZGO LTDA.,COPEC,Graneros,Del Libertador Gral. Bernardo O’Higgins
co610702,1401.45,LAS ACACIAS 00,-34.29367122,-71.31311758,COMERCIAL Y SERVICIOS TORCAZ LIMITADA,COPEC,Las Cabras,Del Libertador Gral. Bernardo O’Higgins
co610703,1410.579,Carretera Fruta Ruta H-66 - Km 62 0,-34.17428365,-71.39756083,EXPENDIO DE COMBUSTIBLES Y LUBRICANTES LTDA,COPEC,Las Cabras,Del Libertador Gral. Bernardo O’Higgins
co610802,1399.45,ABDON YARRA 991,-34.17682224,-70.65786123,Troncoso Lagos Limitada,COPEC,Machalí,Del Libertador Gral. Bernardo O’Higgins
co610803,1399.45,Avenida San Juan 1151,-34.169613,-70.677463,hevia y rivero limitada,COPEC,Machalí,Del Libertador Gral. Bernardo O’Higgins
co610804,1392.0952,"30 Km al Noreste de Rancagua, H-265 0",-34.208463,-70.534665,Administradora de ventas al detalle ltda.,COPEC,Machalí,Del Libertador Gral. Bernardo O’Higgins
co610901,1399.3043,BERNALES 180,-34.44135368,-70.94481468,H Y D limitada,COPEC,Malloa,Del Libertador Gral. Bernardo O’Higgins
co611001,1405.1052,"PANAMERICANA SUR KM. 66,7 0",-34.01193761,-70.70410252,COMERCIAL LA PUNTA LIMITADA ,COPEC,Mostazal,Del Libertador Gral. Bernardo O’Higgins
co611002,1400.5714,"PANAMERICANA SUR KM 67,1 0",-34.01088819,-70.70387721,EDUARDO GAMBOA Y ANDERSSON LIMITADA,COPEC,Mostazal,Del Libertador Gral. Bernardo O’Higgins
co611201,1401.45,"CAMINO PELEQUEN, SN. ANTONIO 0",-34.39935875,-71.17018461,COMERCIAL UBILLA DAZA LTDA.,COPEC,Peumo,Del Libertador Gral. Bernardo O’Higgins
co611301,1401.45,IGNACIO CARRERA PINTO 1787,-34.3583945,-71.28216952,Comercial y Servicios Santa Agustina Limitada,COPEC,Pichidegua,Del Libertador Gral. Bernardo O’Higgins
co611401,1397.4286,AVDA. ARGOMEDO 200,-34.34826453,-70.94948697,Estación de Servicio José Antonio Cáceres Medel E.I.R.L.,SHELL,Quinta de Tilcoco,Del Libertador Gral. Bernardo O’Higgins
co611402,1401.45,"ARGOMEDO S/N, MIGUEL CUADRA 0",-34.3552281,-70.96387714,COMERCIAL E INVERSIONES FUENZALIDA Y MELLA LTDA. // 76.241.197-0,COPEC,Quinta de Tilcoco,Del Libertador Gral. Bernardo O’Higgins
co611501,1400.75,"SAN MARTIN S/N, M. SOLIS 0",-34.40516584,-70.8609581,COMERCIAL RENGO CARRETERA LTDA. RUT 78.032.140-7,COPEC,Rengo,Del Libertador Gral. Bernardo O’Higgins
co611502,1401.45,Arturo Partt 1313,-34.39938,-70.852833,Distribuidora Inès Dìaz y Cia. Ltda.,COPEC,Rengo,Del Libertador Gral. Bernardo O’Higgins
co611601,1406.5834,CARRETERA PANAMERICANA SUR KM. 95 0,-34.24366568,-70.79679966,COMERCIAL E INVERSIONES BORQUEZ HULSE LTDA,COPEC,Requínoa,Del Libertador Gral. Bernardo O’Higgins
co611602,1393.6666,AV. LEONARDO MURIALDO 225,-34.28723673,-70.81998467,SOCIEDAD DE INVERSIONES Y COMERCIALIZADORA APALTA LIMITADA,COPEC,Requínoa,Del Libertador Gral. Bernardo O’Higgins
co611701,1422.1818,German Riesco 350,-34.44057725,-71.05672449,SOCIEDAD COMERCIAL DAGAZ LTDA,COPEC,San Vicente,Del Libertador Gral. Bernardo O’Higgins
co620101,1331.625,AV. ORTUZAR 292,-34.38601686,-72.0043087,Administradora de Ventas al Detalle Ltda.,COPEC,Pichilemu,Del Libertador Gral. Bernardo O’Higgins
co620301,1423.6428,AV. OBISPO EDUARDO LARRAIN 792,-34.11717187,-71.72994822,Julio y Arriagada Limitada,COPEC,Litueche,Del Libertador Gral. Bernardo O’Higgins
co630101,1402.15,"PANAMERICANA SUR KM 126,8 0",-34.50889951,-70.92298687,COMERCIAL GQ LIMITADA,COPEC,San Fernando,Del Libertador Gral. Bernardo O’Higgins
co630102,1397.7727,AV. BERNARDO O'HIGGINS 010,-34.59580508,-70.98863125,Comercial PMR Limitada,COPEC,San Fernando,Del Libertador Gral. Bernardo O’Higgins
co630103,1402.826,AV. B. OHIGGINS ESQ. M. VELASCO 0,-34.58406245,-70.98372817,COMERCIAL H Y M LTDA,COPEC,San Fernando,Del Libertador Gral. Bernardo O’Higgins
co630104,1403.6957,AV. MANSO DE VELASCO 115,-34.57408499,-70.99150658,COMERCIAL DANTOPAJJ LIMITADA / RUT: 76.944.280-4,COPEC,San Fernando,Del Libertador Gral. Bernardo O’Higgins
co630105,1393,Av. Bernardo O'higgins 0443,-34.60325,-70.9879,Comercial y Servicios Fava Ltda,COPEC,San Fernando,Del Libertador Gral. Bernardo O’Higgins
co630201,1397.45,18 DE SEPTIEMBRE 3686,-34.72939233,-71.27209783,Sociedad Comercial Ferjo Ltda,COPEC,Chépica,Del Libertador Gral. Bernardo O’Higgins
co630301,1410.75,PANAMERICANA SUR KM 157 157,-34.71436151,-71.03098869,Comercial y servicios RIVO ltda.,COPEC,Chimbarongo,Del Libertador Gral. Bernardo O’Higgins
co630401,1400.45,LAS ACACIAS 215,-34.72486,-71.64140582,RIVERO Y DIEZ LTDA. // 76.280.877-3,COPEC,Lolol,Del Libertador Gral. Bernardo O’Higgins
co630501,1398.8182,"CARRETERA I-50, KM 24",-34.653827,-71.20410919,NICOLAS LLANEZA ORELLANA,COPEC,Nancagua,Del Libertador Gral. Bernardo O’Higgins
co630701,1369.579,CAMINO A PICHILEMU KM 65 0,-34.45315182,-71.54298753,Administradora de Ventas al Detalle Ltda.,COPEC,Peralillo,Del Libertador Gral. Bernardo O’Higgins
co631002,1382.2,Avenida Errázuriz 1240,-34.63332709,-71.35423243,COMERCIAL Y SERVICIOS G & L LTDA,COPEC,Santa Cruz,Del Libertador Gral. Bernardo O’Higgins
co631003,1388.8182,ORLANDI 157,-34.64222939,-71.36513829,Comercial Mechever Limitada.,COPEC,Santa Cruz,Del Libertador Gral. Bernardo O’Higgins
co631004,1387.5909,Pacifico Marin 9,-34.63237589,-71.35925084,Comercial de Pablo y Marin Ltda.,COPEC,Santa Cruz,Del Libertador Gral. Bernardo O’Higgins
co710101,1379.1666," CAMINO INTERNACIONAL S/N, KM 46 000",-35.6380962,-71.2630497,Pablo Espinoza Bravo y cia LTDA,COPEC,San Clemente,Del Maule
co710102,1353.7333,CAMINO LONGITUDINAL SUR KM 255 0,-35.43215024,-71.63761854,COMERCIAL AUTOMOTORA MAULE S.A.,COPEC,Talca,Del Maule
co710103,1353.45,"2 SUR, ESQ. 1 ORIENTE 841",-35.42816384,-71.66521847,Jose Dumas Y compañia Ltda,COPEC,Talca,Del Maule
co710104,1359.6757,6 ORIENTE 1274,-35.42530068,-71.65877581,GASOLINAS CHILE OIL LIMITADA,COPEC,Talca,Del Maule
co710105,1349.6875,UNO NORTE 2315,-35.42779666,-71.64281666,SOCIEDAD COMERCIAL ANACONDA LIMITADA 762038404,COPEC,Talca,Del Maule
co710106,1352.3462,12 ORIENTE 836,-35.43216772,-71.64806843,INTERBUS LTDA.,COPEC,Talca,Del Maule
co710107,1367.3077,"RUTA 5. KM 245, PANGUILEMO 0",-35.37934507,-71.60164475,eduardo raul espinoza orellana eirl / Rut 760604992,COPEC,Talca,Del Maule
co710108,1360.05,AV. CARLOS SCHORR 83,-35.42904244,-71.67238533,COMERCIAL Y SERVICIOS DE LA PAZ CASTILLO,COPEC,Talca,Del Maule
co710109,1347.0714,Avenida ColÃ­n 0996,-35.4480342,-71.6898902,Gasolinas Chile Oil Limitada,COPEC,Talca,Del Maule
co710111,1342.963,Avenida Lircay 3070,-35.40605972,-71.64366587,Comercial Albatros Ltda,COPEC,Talca,Del Maule
co710112,1355.7142,Cinco Norte 3510,-35.429356,-71.620933,Sociedad Comercial Cabo de Hornos Ltda,COPEC,Talca,Del Maule
co710120,1346.75,2 norte 2310,-35.4269123,-71.64283145,Sociedad Gian Galasso Cabrolier y Compania Limitada,COPEC,Talca,Del Maule
co710201,1396.3334,Avda. Enrique Mac-Iver 790,-35.32715307,-72.41956294,Comercial e Inversiones Albenga Ltda.,COPEC,Constitución,Del Maule
co710202,1400.2354,CAMINO A CONSTITUCION KM 11 0,-35.36437215,-72.40169406,CANESPA LIMITADA,COPEC,Constitución,Del Maule
co710501,1376.4091,CARRETERA PANAMERICANA SUR KM 265,-35.53159759,-71.68772221,Administradora de Ventas al Detalle Limitada,COPEC,Maule,Del Maule
co710801,1387.2858,"OPAZO Nº 36,  CUMPEO 36",-35.2832416,-71.260862,"LLANEZA ORELLANA, ANDRES",COPEC,Río Claro,Del Maule
co710901,1363,HUAMACHUCO 1261,-35.52727341,-71.50381386,PABLO ESPINOZA Y CIA LIMITADA 76361317-8,COPEC,San Clemente,Del Maule
co711001,1382.75,"RUTA 5 SUR, KM 237 0",-35.32048281,-71.53921366,Arcoprime Ltda,COPEC,San Rafael,Del Maule
co720101,1374.8695,"MAIPU, SAN MARTÍN 0",-35.96207268,-72.31236577,"SOTO GUZMAN, FERNANDO ANTONIO 7.732.484-4",COPEC,Cauquenes,Del Maule
co720102,1372.25,Avenida Luis Manriquez S/N 0,-35.955555,-72.341598,Administradora De Ventas Al Detalle Ltda,COPEC,Cauquenes,Del Maule
co730101,1401.45,MANSO DE VELASCO 215,-34.98869931,-71.23417675,MAURICIO SCHNEIDER Y CIA. LTDA. / 76026370-2,COPEC,Curicó,Del Maule
co730102,1413,"LONGITUDINAL SUR KM 190, A.NEGRAS 0",-34.99175369,-71.22895718,SOC. ALDUNATE y DE LA PAZ LTDA.,COPEC,Curicó,Del Maule
co730103,1401.421,CARMEN 890,-34.98333,-71.23333,Soc. de servicios Loreto Salinas Silva Ltda.,COPEC,Curicó,Del Maule
co730106,1400.3636,CAMINO LONGITUDINAL SUR KM 187,-34.94950517,-71.18392289,Administradora De Ventas Al Detalle Ltda,COPEC,Curicó,Del Maule
co730107,1393.45,F. FREIRE 681,-34.97647184,-71.24475002,SOC. COMERCIAL L Y C LTDA.,COPEC,Curicó,Del Maule
co730108,1411.375,"Av Circunvalacion Norte, Paul Harris 1265",-34.971049,-71.21383,Comercial y servicios M&M ltda,COPEC,Curicó,Del Maule
co730201,1409.85,AV. PRAT 425,-34.97586086,-71.79634094,Comercial y Servicios Hualañé Limitada 76.238.117-6,COPEC,Hualañé,Del Maule
co730301,1408.0952,Avda. Lautaro s/n 0,-34.98324508,-71.9908011,COMERCIAL SALAS Y FUENZALIDA LIMITADA // 76.159.137-1,COPEC,Licantén,Del Maule
co730401 co730401,1365.6428,QUECHEREGUAS 1616,-35.12309188,-71.28609359,Maria de los Angeles Prado De Pablo y Cia ltda,COPEC,Molina,Del Maule
co730402 ,1365.1852,Av. Luis Cruz Martinez 1513,-35.11357011,-71.2821722,Comercial PASE Ltda,COPEC,Molina,Del Maule
co730701,1389.1143,"AV. ESPERANZA S/N, SAN LUIS 0",-34.9760191,-71.2618196,Administradora de Ventas al Detalle Ltda,COPEC,Sagrada Familia,Del Maule
co730702,1424.3334,"Ruta 5 Sur Km 195,2 0",-35.029752,-71.2514,Administradora de ventas al Detalle Ltda,COPEC,Sagrada Familia,Del Maule
co730801,1398.45,"AV. COMALLE, ESQ. ARTURO PRAT 196",-34.8700704,-71.16247058,GURIDI ORTUZAR Y COMPAÑÍA LIMITADA 78.945.700-K,COPEC,Teno,Del Maule
co740101,1361.9091,Avda. León Bustos 1051,-35.84366481,-71.60817862,Comercial Dominga Limitada,COPEC,Linares,Del Maule
co740102,1362.1482,"KURT MOLLER, ESQ. CHACABUCO 00",-35.84539549,-71.59571707,COMERCIAL JRBC LIMITADA,COPEC,Linares,Del Maule
co740103,1367.2084,AV. ANIBAL LEON BUSTOS 047,-35.84451276,-71.604563,COMERCIAL Y SERVICIOS LEBLON LTDA,COPEC,Linares,Del Maule
co740202,1375.1666,AV. BERNARDO OHIGGINS ESQUINA LOS AROMOS 0,-35.70079717,-71.40745819,COMERCIAL KANRY LIMITADA,COPEC,Colbún,Del Maule
co740401,1381.1666,RUTA 5 SUR KM. 341 00,-36.13414018,-71.80796027,Administradora De Ventas Al Detalle Ltda,COPEC,Parral,Del Maule
co740402,1355.9546,"BUIN, ESQ. DIECIOCHO 395",-36.14242351,-71.82009459,Luis Fuentes Retamal ,COPEC,Parral,Del Maule
co740501,1382.8,Vicuña Mackenna 0,-36.05445088,-71.7666328,LUIS ALBERTO FUENTES RETAMAL,COPEC,Retiro,Del Maule
co740601,1379.1666,CHORRILLOS 1398,-35.59558829,-71.72935009,Comercial y Servicios El Tronco Ltda,COPEC,San Javier,Del Maule
co740602,1378.5883,"BALMACEDA, ESQ. CHORRILLOS 0",-35.59590672,-71.72935009,Comercial y servicios candelaria Ltda,COPEC,San Javier,Del Maule
co740603,1392.3914,CARRETERA LONGITUDINAL SUR KM 275.3 0,-35.616453,-71.702064,SOCIEDAD COMERCIALIZADORA NUEVA  LONCOMILLA LTDA,COPEC,San Javier,Del Maule
co740701,1385.0476,AV. ABATE MOLINA 700,-35.67792325,-71.74096137,Isabel Urrutia y Cía Ltda.,COPEC,Villa Alegre,Del Maule
co810101,1340,PAICAVI 1248,-36.8154869,-73.0470358,De la Paz Merino Ltda,COPEC,Concepción,Del Biobío
co810102,1371.8948,OHIGGINS 2160,-36.93140384,-73.0120039,Comercial JPF Ltda,COPEC,Chiguayante,Del Biobío
co810103,1376.3334,PRAT 289,-36.83234719,-73.05765778,INMOBILIARIA Y COMERCIAL FOMACK       LTDA ,COPEC,Concepción,Del Biobío
co810104,1405.5,PRAT ESQ. ROZAS,-36.82506697,-73.0616194,Administradora de Ventas al Detalle Ltda.,COPEC,Concepción,Del Biobío
co810105,1381.1904,LOS CARRERAS 801,-36.8224132,-73.05060357,ALFONSO NEUMANN E HIJOS LIMITADA                                      ,COPEC,Concepción,Del Biobío
co810106,1379.5264,Camino Bulnes 2845,-36.81801152,-72.98872232,FORETZA BUSTOS DISTRIBUCIÓN DE COMBUSTIBLES CIA. LTDA,COPEC,Concepción,Del Biobío
co810107,1376.1666,MANUEL RODRIGUEZ 725,-36.92776747,-73.02397728,Pulmahue Limitada,COPEC,Chiguayante,Del Biobío
co810108,1382.125,PEDRO AGUIRRE CERDA 299,-36.84027069,-73.08350354,Marcela Muñoz Grandi y Cia. Ltda,COPEC,San Pedro de la Paz,Del Biobío
co810109,1349,21 DE MAYO 2750,-36.81058606,-73.07325482,COMERCIAL Y SERVICIOS MONINO LTDA,COPEC,Concepción,Del Biobío
co810110,1359.8334,Ejercito 2001,-36.80633832,-73.04265618,De La Paz Merino Ltda.,COPEC,Concepción,Del Biobío
co810111,1369.6086,ANIBAL PINTO 1835,-36.81192819,-73.05937439,SOCIEDAD COMERCIAL GRANDON E HIJO LIMITADA,COPEC,Concepción,Del Biobío
co810112,1377.3684,COSMITO PARCELA N°3 LOTE 1 CAMINO A PENCO 0,-36.775951,-73.017529,COMERCIAL Y SERVICIOS SANTA CLARA LIMITADA,COPEC,Penco,Del Biobío
co810113,1370.5,CALLE B-20 420,-36.781859,-73.05229,Letelier & Olsen Distribuciï¿½n de Combustibles Cia Ltda. // 76.379.076-2,COPEC,Concepción,Del Biobío
co810115,1370.5294,PEDRO DE VALDIVIA 1120,-36.8455256,-73.0520506,Distribuidora de Combustibles FHO Ltda.,COPEC,Concepción,Del Biobío
co810117,1377.9,Maipú 889,-36.823255,-73.048866,COMERCIAL Y SERVICIOS LA RIOJA LTDA,COPEC,Concepción,Del Biobío
co810201,1384.7142,Sotomayor esq. Valle Lota 1300,-37.03437451,-73.14240217,COMERCIAL INVERSIONES Y TRANSPORTES PULMAHUE LTDA,COPEC,Coronel,Del Biobío
co810202,1384.381,"LOS CARRERAS, SERRANO 176",-37.02442399,-73.15070629,Administradora de ventas al detalle LTDA,COPEC,Coronel,Del Biobío
co810203,1383.9,JUAN ANTONIO RIOS 2243,-36.989213,-73.163547,Comercial y Servicios CastaÃ±eda y Stela Ltda,COPEC,Coronel,Del Biobío
co810301,1375,CALLE 8 ORIENTE 750,-36.92986012,-73.02181005,SERMEL LTDA. 76.143.278-8,COPEC,Chiguayante,Del Biobío
co810401,1375.1111,GENERAL LAGOS esq E. RAMIREZ S 666,-36.82339227,-72.65927732,Administradora De Ventas Al Detalle Ltda,COPEC,Florida,Del Biobío
co810601,1381,"BANNEN, ESQ. SERRANO 0",-37.08854097,-73.15784097,Administradora de Ventas el Detalle Ltda.,COPEC,Lota,Del Biobío
co810702,1376.2667,CALLE PENCO 25,-36.73714521,-72.99530715,Sociedad Comercial Lopez & Cortez Limitada.,COPEC,Penco,Del Biobío
co810703,1381.2,CAMILO HENRIQUEZ 8,-36.71266936,-72.97658265,SOCIEDAD ESTACIÓN DE SERVICIO RUTA LAS PLAYAS S.A,COPEC,Penco,Del Biobío
co810704,1380.1,"ruta 150 km 3,75 000",-36.77594874,-73.01715374,ADMINISTRADORA DE VENTAS AL DETALLE ,COPEC,Penco,Del Biobío
co810801,1374.7,AV. MICHIMALONCO 1300,-36.84283369,-73.09378445,ADMINISTRADORA DE VENTAS AL DETALLE LTDA.,COPEC,San Pedro de la Paz,Del Biobío
co810802,1379.0952,CAMINO CORONEL A CONCEPCIÓN 7171,-36.88640007,-73.13981652,GABRIEL ENRIQUE GALLARDO COFRE,COPEC,San Pedro de la Paz,Del Biobío
co811001,1377.8823,COLON 7601,-36.7843829,-73.08653176,Alfredo Miranda y Cia. Ltda.,COPEC,Hualpén,Del Biobío
co811002,1355.45,VALDIVIA 60,-36.71123518,-73.11427921,Comercial y Servicios Arc en Ciel Ltda,COPEC,Talcahuano,Del Biobío
co811003,1371.9259,PEREZ GACITUA 190,-36.72775351,-73.10936809,COMERCIAL Y SERVICIOS M&C LTDA.,COPEC,Talcahuano,Del Biobío
co811004,1379.9333,"JORGE MONTT S/N, BASE NAVAL 0",-36.7004941,-73.10980797,DEPTO BIENESTAR SOCIAL IIª ZONA NAVAL        61.102.023-6                       ,COPEC,Talcahuano,Del Biobío
co811005,1379.1578,GRAN BRETANA 5475,-36.77271103,-73.11362475,COMBUSTIBLES VARELA LTDA.,COPEC,Talcahuano,Del Biobío
co811006,1377.7916,Autopista Concepción Talcahuano 7001,-36.7791369,-73.07726741,Murillo Ltda,COPEC,Talcahuano,Del Biobío
co811007,1391.75,AMERICO VESPUCIO 434,-36.78101021,-73.07897329,SOC. COM. RICARDO SILVA Y COMPA#IA  LIMITADA      772575106       ,COPEC,Talcahuano,Del Biobío
co811010,1376.7646,Autopista Concepción - Talcahuano 8360,-36.791102,-73.071105,Chajtur y Chajtur Ltda.,COPEC,Hualpén,Del Biobío
co811010a,1382.7646,Autopista Concepcion-Talcahuano 8360,-36.79096919,-73.07075094,Chajtur y Chajtur Ltda,COPEC,Hualpén,Del Biobío
co811101,1378.35,AV. LATORRE 750,-36.62129932,-72.95702666,DISTRIBUIDORA DE COMBUSTIBLES GARCI A FIGUEROA LIMITADA               ,COPEC,Tomé,Del Biobío
co811103,1375,Daniel Vera 1322 1322,-36.543767,-72.930797,SOCIEDAD COMERCIAL LOS ALPES LTDA,COPEC,Tomé,Del Biobío
co820101,1384.5,"ANDRES BELLO, ESQ. J. A. RIOS 0",-37.60959947,-73.65864694,Sociedad Comercial Campo Norte Limitada,COPEC,Lebu,Del Biobío
co820201,1381.7059,CONDELL ESQ. KORNER 0,-37.24452026,-73.31093073,Comercial y servicios Pascmar Ltda,COPEC,Arauco,Del Biobío
co820203,1378.5,"RUTA 160 S/N KM 48,9 0",-37.1675164,-73.185841,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,COPEC,Arauco,Del Biobío
co820301,1388.0555,AV. PRESIDENTE FREI 1063,-37.8064654,-73.39146674,Sociedad Comercial Urquieta Limitada LTDA,COPEC,Cañete,Del Biobío
co820401,1384.5,Ignacio Carrera Pinto 315,-38.00590206,-73.22310448,Administradora de ventas al detalle ltda,COPEC,Contulmo,Del Biobío
co820501,1384.2222,AV. OHIGGINS          S/N 0,-37.47829366,-73.34154546,Administradora de Ventas al Detalle Ltda. ,COPEC,Curanilahue,Del Biobío
co820601,1392.6842,AV. IGNACIO CARRERA PINTO 24,-37.6287883,-73.46388638,LUCIA COFRE BANDERAS Y COMPAÑIA LIM ITADA. R.U.T.: 77.328.270-6,COPEC,Los Álamos,Del Biobío
co820602,1392.6842,AV. DIEGO PORTALES 1855,-37.605928,-73.406976,COMERCIAL HISPANIA SUR LTDA,COPEC,Los Álamos,Del Biobío
co820701,1389.8889,"LOTE 6 B S/N, SECTOR PONOTRO TIRUA 0",-38.34050755,-73.49498391,Administradora de Ventas al Detalle Ltda.,COPEC,Tirúa,Del Biobío
co830101,1342.7142,AV. GABRIELA MISTRAL 1625,-37.47364687,-72.3292315,Administradora de Ventas al Detalle Ltda.,COPEC,Los Ángeles,Del Biobío
